Title,Company,Address,Time,Requirements 
Quality Assurance Specialist,waffarha.com ,"Downtown, Cairo, Egypt ",Full Time,Full TimeExperienced · 2 - 5 Yrs of Exp · Customer Service/Support · Quality · Quality Assurance · QA · Quality · Communication · Customer Service · Business · Call Center · Quality Control
Senior Architect Engineer,Confidential ,"New Cairo, Cairo, Egypt ",Full Time,Full TimeExperienced · 3 - 8 Yrs of Exp · Engineering - Construction/Civil/Architecture · Architecture · Engineering · AutoCAD · Architect · Design · Software · Auto CAD · Communication Skills · CAD
Customer Care Advisor - Vodafone Egypt,Vodafone Egypt ,"Maadi, Cairo, Egypt ",Full Time,Full TimeEntry Level · 0 - 3 Yrs of Exp · Customer Service/Support · Advisor · Customer Care · Customer Service · Customer Support · English · Communication · CCNA · Call Center · ADSL
Senior Accountant,Confidential ,"6th of October, Giza, Egypt ",Full Time,Full TimeExperienced · 10 - 15 Yrs of Exp · males_only · Accounting/Finance · Accounting · Finance · Senior Accountant · Financial Management · ERP · English · Financial Analysis · Financial · Commerce
CO Teacher,Green Heights Language School ,"New Cairo, Cairo, Egypt ",Full Time,Full TimeEntry Level · 1 - 4 Yrs of Exp · Education/Teaching · English · co teacher · Co-teacher · Education · Communication
Cash Management Intern,Allianz ,"New Cairo, Cairo, Egypt ",Internship,InternshipEntry Level · 0 - 1 Yrs of Exp · Accounting/Finance · Cash Management · Collection · Commerce · Accounting · Finance · Accounting Software · Accounts Payable · Accounts Receivable
IT Specialist,Macro Group ,"Cairo, Egypt ",Full Time,Full TimeExperienced · 3 - 5 Yrs of Exp · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · CCNA · Computer Science · Information Technology (IT) · MCSA · Network Administration · Technical Support · Installation
Human Resources Internship,Allianz ,"New Cairo, Cairo, Egypt ",Internship,InternshipEntry Level · 0 - 1 Yrs of Exp · Human Resources · Human Resources (HR) · Communication skills · Microsoft Office · Human Resources
Accounting Manager,TechMart ,"Sheikh Zayed, Giza, Egypt ",Full Time,Full TimeManager · 4 - 7 Yrs of Exp · Accounting/Finance · Accounting · Finance · Commerce · CPA · Retail · Financial Management · Financial Analysis · Business · Leadership
Utilities Manager HVAC (Pharmaceutical Experience),Global Napi Pharmaceuticals ,"6th of October, Giza, Egypt ",Full Time,Full TimeShift BasedManager · 10+ Yrs of Exp · Installation/Maintenance/Repair · Pharmaceutical · Engineering - Mechanical/Electrical · HVAC · Utilities · Installation · Mechanical Engineering · Project Management · Engineering · Maintenance
IT Help Desk,A2Z Lingerie ,"Smouha, Alexandria, Egypt ",Full Time,Full TimeExperienced · 2 - 3 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Help desk · Information Technology (IT) · IT · Installation · Computer Science · English
Utilities Engineer - HVAC (Pharmaceutical),Global Napi Pharmaceuticals ,"6th of October, Giza, Egypt ",Full Time,Full TimeShift BasedEntry Level · 1 - 3 Yrs of Exp · Installation/Maintenance/Repair · Engineering - Mechanical/Electrical · HVAC · Utilities · Installation · Mechanical Engineering · Project Management · Engineering · Maintenance · Pharmaceutical
Customer Service Team Leader,waffarha.com ,"Downtown, Cairo, Egypt ",Full Time,Full TimeManager · 2+ Yrs of Exp · Customer Service/Support · Operations/Management · Customer Support · Communication skills · Customer Care · Management · Negotiation · Customer Service · Communication · English
Prep stage French Teacher,Green Heights Language School ,"New Cairo, Cairo, Egypt ",Full Time,Full TimeExperienced · 2 - 10 Yrs of Exp · Education/Teaching · French Teaching · Teaching · Education · Teacher · School · Prep · Communication · Kids
Outdoor Sales Manager,Yara Tours ,"Cairo, Egypt ",Full Time,Full TimeManager · 3 - 10 Yrs of Exp · Operations/Management · Sales/Retail · Outdoor · Sales Manager
Project Manager,Anchor Consultancy ,"Sheikh Zayed, Giza, Egypt ",Full Time,Full TimeManager · 10 - 15 Yrs of Exp · Engineering - Construction/Civil/Architecture · Operations/Management · Construction · Development · Engineering · Real Estate Development · Project Management · PMP · Civil · Real Estate
Prep stage English Teacher,Green Heights Language School ,"New Cairo, Cairo, Egypt ",Full Time,Full TimeExperienced · 2 - 10 Yrs of Exp · Education/Teaching · English · English Teaching · Teaching · Education · School · Communication
Executive Secretary,Saudi German Hospital  ,"New Nozha, Cairo, Egypt ",Full Time,Full TimeEntry Level · 1 - 5 Yrs of Exp · Administration · Operations/Management · Communication skills · Administration · English
Financial Manager,Confidential ,"Cairo, Egypt ",Full Time,Full TimeManager · 10 - 15 Yrs of Exp · Accounting/Finance · Banking · Operations/Management · Accounting · Financial Management · excel · Financial Analysis · Communication · ERP System · Reporting
.NET Developer,DMS ,"Heliopolis, Cairo, Egypt ",Full Time,Full TimeExperienced · 2 - 4 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Computer Science · .NET · C# · OOP · MVC · .Net Core · Microsoft SQL Server · Oracle DB
Compliance & Risk Manager - Alexandria,Pharaonia Pharma ,"Bourj Alarab, Alexandria, Egypt ",Full Time,Full TimeManager · 10 - 12 Yrs of Exp · Accounting/Finance · Finance · Accounting · Risk Management · internal Audit · Compliance Management · Compliance · Financial Analysis · Leadership · Market Research
Senior Backend Developer - Node.js & Python,DIGIS2 ,"Maadi, Cairo, Egypt ",Full Time,Full TimeExperienced · 5 - 7 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Computer Science · Software Development · Software Engineering · SQL · Angular · Computer Engineering · Information Technology (IT) · Laravel
Senior Data Insights Specialist,WUZZUF ,"Cairo, Egypt ",Full Time,Full TimeWork From HomeExperienced · 3 - 5 Yrs of Exp · IT/Software Development · Analyst/Research · Engineering - Telecom/Technology · Analysis · Business Intelligence · Communication · Communication skills · Computer Science · Data Analysis · SQL
Social Worker - Tanta,Future British International School  ,"Tanta, Gharbia, Egypt ",Full Time,Full TimeExperienced · 2+ Yrs of Exp · Education/Teaching · TEFL · ILTS · Teaching · Education · Math · NGOS · Social Work · ICDL
Admin Regulatory Specialist,Pharaonia Pharma ,"Bourj Alarab, Alexandria, Egypt ",Full Time,Full TimeExperienced · 2 - 3 Yrs of Exp · Administration · R&D/Science · Pharmaceutical · Admin · Registration · Pharmaceutical Sciences · Pharmaceutical Industry · Administration · Science · Communication skills
Business Developer,Confidential ,"Giza, Egypt ",Part Time,Part TimeExperienced · 3 - 6 Yrs of Exp · Business Development · Business Development · Development · Sales Target · sales skills · Sales
Accountant,Confidential ,"Nasr City, Cairo, Egypt ",Full Time,Full TimeExperienced · 4 - 6 Yrs of Exp · males_only · Accounting/Finance · ERP · Finance · Financial Management · Microsoft Office · English · Financial Analysis · Tax · Accounting · Communication skills
Architecture Technical Office Engineer,El Abd Resort ,"Zamalek, Cairo, Egypt ",Full Time,Full TimeExperienced · 3 - 6 Yrs of Exp · Engineering - Construction/Civil/Architecture · Architecture · Architectural Engineering · Architectural Design · AutoCAD Architecture · Technical Office Engineering · Technical Office · Architecture Design · AutoCAD · Design
Financial Risk Analyst,GIG Egypt ,"New Cairo, Cairo, Egypt ",Full Time,Full TimeExperienced · 2 - 5 Yrs of Exp · Accounting/Finance · Analyst/Research · Finance · Accounting · Risk Management · Insurance · Microsoft Office · risk analysis · Financial Analysis
Purchasing Specialist,TechMart ,"Sheikh Zayed, Giza, Egypt ",Full Time,Full TimeEntry Level · 1 - 3 Yrs of Exp · Logistics/Supply Chain · Purchasing/Procurement · Supply Chain · Logistics · Purchasing · Procurement
Retail Store Manager - Electronics,TechMart ,"Giza, Egypt ",Shift Based,Shift BasedManager · 6 - 10 Yrs of Exp · Customer Service/Support · Operations/Management · Sales/Retail · Sales · Sales Skills · Sales Target · Retail · Telesales · Operation · Visual Merchandising
Senior Sales Representative,TechMart ,"Giza, Egypt ",Shift Based,Shift BasedExperienced · 2+ Yrs of Exp · Sales/Retail · Sales · Sales Skills · Sales Target · Customer Service · Communication · Negotiation · Selling · Time Management
Warehouse Supervisor,TechMart ,"Sheikh Zayed, Giza, Egypt ",Full Time,Full TimeExperienced · 3 - 5 Yrs of Exp · Logistics/Supply Chain · Warehousing · Supply Chain · Logistics · Stock · Microsoft Office · Inventory · Merchandising
Call Center Agent,Royal Lab ,"Heliopolis, Cairo, Egypt ",Full Time,Full TimeEntry Level · 1 - 3 Yrs of Exp · Customer Service/Support · Call Center · Customer Service · Customer Care · Customer Support
Senior Backend Engineer - Java,WorkMotion ,"Maadi, Cairo, Egypt ",Full Time,Full TimeWork From HomeExperienced · 4+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Information Technology (IT) · engineer · Java · Spring · Spring Boot · Software engineer · Software Development · Back-End Development
Deputy Purchasing Manager,Rady Trans ,"Ameria, Alexandria, Egypt ",Full Time,Full TimeManager · 7 - 10 Yrs of Exp · Logistics/Supply Chain · Operations/Management · Purchasing/Procurement · Computer Skills · Purchasing · ERP · Logistics · Management · Planning · Procurement
Senior Telesales Specialist,Nagwa ,"Nasr City, Cairo, Egypt ",Full Time,Full TimeExperienced · 3 - 5 Yrs of Exp · Customer Service/Support · Sales/Retail · Sales · Business Development · Telesales · Telemarketing · Telecommunication · B2B Sales · Educational Technology · Call Center
Account Manager,classera ,"Cairo, Egypt ",Full Time,Full TimeExperienced · 2+ Yrs of Exp · Customer Service/Support · Sales/Retail · account manager · Communication · Customer Service · Sales · Communication skills · Agency · Sales Target · sales skills
IT Manager,Confidential ,"Shorouk City, Cairo, Egypt ",Full Time,Full TimeManager · 11 - 13 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Computer Engineering · Computer Science · Engineering · Information Technology (IT) · IT · Management · Software Development · Software
Receptionist,Royal Lab ,"New Cairo, Cairo, Egypt ",Full Time,Full TimeEntry Level · 1 - 3 Yrs of Exp · Administration · Customer Service/Support · Medical/Healthcare · Administration · Medical · Microsoft Office · Office Management · Business Administration
Production Manager - Dried Herbs & Flowers,Bio Garden Egypt ,"Wosta, Beni Suef, Egypt ",Full Time,Full TimeManager · 10 - 15 Yrs of Exp · Operations/Management · Manufacturing/Production · Engineering - Other · Production · Herbs · Engineering · English · Flowers · Agriculture · Agricultural Engineering
Finance Manager,Confidential ,"Shorouk City, Cairo, Egypt ",Full Time,Full TimeManager · 10 - 15 Yrs of Exp · Accounting/Finance · Operations/Management · CMA · Commerce · Finance · finance manager · Financial Management · Management · Accounting · Financial Accounting
Retail Warehouse Manager (Pharmacist),Ibn Sina Pharma ,"Mohandessin, Giza, Egypt ",Full Time,Full TimeManager · 2 - 4 Yrs of Exp · Logistics/Supply Chain · Operations/Management · Pharmaceutical · Logistics · MS Office · Pharmaceutical · Pharmaceutical Sciences · Warehouse · supply chain management · Warehousing
BIM Architect,"THE Architects, Planners & Civil Engineers Consultancy Firm ","Mohandessin, Giza, Egypt ",Full Time,Full TimeExperienced · 3+ Yrs of Exp · Engineering - Construction/Civil/Architecture · Creative/Design/Art · BIM · BIM Architect · Architecture · Engineering · Revit · Microsoft Office · AutoCAD · Autodesk Revit
Ruby Developer,Generation Y ,"Cairo, Egypt ",Freelance / Project,Freelance / ProjectWork From HomeExperienced · 3+ Yrs of Exp · R&D/Science · IT/Software Development · Engineering - Telecom/Technology · Ruby · Ruby on Rails · JavaScript · Git · HTML · CSS · HTML5
Principal Engineer,Generation Y ,"Cairo, Egypt ",Freelance / Project,Freelance / ProjectWork From HomeExperienced · 4 - 8 Yrs of Exp · R&D/Science · IT/Software Development · Engineering - Telecom/Technology · Ruby · Ruby on Rails · VueJS · ES6 · MySQL · Elasticsearch · Redis
Advertising Account Executive - Heliopolis,Keep In Touch Advertising Company ,"Heliopolis, Cairo, Egypt ",Full Time,Full TimeExperienced · 2+ Yrs of Exp · females_only · Marketing/PR/Advertising · Sales/Retail · Advertising · Account Management · Sales · Sales Skills · Business Deveopement · Sales Target · English · Business Development
